newid,cohort,star,cltype,schidkn,pscore,classid,cs,female,white,sage,drop,free_lunch
2669,1,1,2,27,92.45034,7930,27,1,0,5.25,0,0
145593,1,1,2,10,92.45034,2900,19,0,1,6,0,0
154299,1,1,2,52,92.879646,15500,22,1,1,5,1,0
127478,1,1,2,40,92.99147,11800,22,0,1,5.75,0,1
27725,1,1,2,27,93.016556,7930,27,1,0,5.25,0,0
151504,1,1,2,72,93.033966,21464,22,0,1,5.5,0,0
39392,1,1,2,49,93.184906,14500,22,1,1,5.5,0,0
58732,1,1,2,7,93.184906,2005,24,0,1,5.25,0,0
117160,1,1,2,74,93.340897,21977,16,0,1,5.75,0,0
11729,1,1,2,31,93.413307,9200,19,1,0,5.5,0,1
37130,1,1,2,11,93.413307,3300,22,1,1,5,0,0
69420,1,1,2,3,93.413307,902,23,1,1,5.25,0,0
76298,1,1,2,79,93.448654,23200,22,0,1,5,1,0
60187,1,1,2,23,93.489899,6728,23,1,0,5,0,0
35559,1,1,2,76,93.65773,22700,23,0,1,5.75,0,0
84278,1,1,2,30,93.705093,8800,23,0,0,5.75,0,1
25153,1,1,2,75,94.052795,22366,23,1,1,5.5,0,0
73248,1,1,2,11,94.079971,3300,22,1,1,5.5,0,0
50188,1,1,2,27,94.143372,7900,25,1,0,5.25,0,1
51990,1,1,2,59,94.215775,17500,17,0,1,5.75,0,0
95450,1,1,2,7,94.319023,2005,24,1,1,6,0,0
35192,1,1,2,10,94.571304,3000,22,1,1,5.75,0,0
12215,1,1,2,72,94.572113,21565,44,0,1,5.75,0,0
13649,1,1,2,30,94.572113,8900,23,0,0,5.5,0,1
146429,1,1,2,69,94.643372,20500,22,1,1,5.25,0,0
46686,1,1,2,23,94.643372,6728,23,1,0,5.25,0,0
116711,1,1,2,17,94.775009,5000,24,1,0,5.75,0,0
12758,1,1,2,9,94.978714,2713,21,0,1,5.75,0,0
6280,1,1,2,49,95.11084,14600,20,0,1,5.75,0,0
101774,1,1,2,30,95.140015,8900,23,1,0,5.25,0,1
159785,1,1,2,51,95.289848,15141,25,0,1,5,0,0
175724,1,1,2,7,95.324799,2106,24,1,1,5.25,0,0
24439,1,1,2,7,95.324799,2005,24,1,1,5.75,0,0
80106,1,1,2,68,95.467171,20260,22,1,1,5,0,
20347,1,1,2,11,95.556946,3300,22,1,1,5,1,0
111894,1,1,2,23,95.556946,6728,23,1,0,5.75,0,0
138303,1,1,2,11,95.760651,3300,22,0,1,5.5,0,0
143143,1,1,2,13,95.898468,3800,23,1,1,5.75,0,0
46174,1,1,2,72,95.964355,21463,23,1,1,5.25,0,0
105526,1,1,2,11,96.009987,3300,22,0,1,5.75,1,0
75037,1,1,2,64,96.126862,19055,21,1,1,5.25,0,0
127649,1,1,2,27,96.149536,7900,25,1,0,5.5,0,0
179360,1,1,2,11,96.257294,3300,22,0,1,5.5,0,0
37057,1,1,2,27,96.371765,8031,25,1,0,5.5,0,1
70839,1,1,2,23,96.371765,6728,23,1,0,5.75,0,0
138667,1,1,2,7,96.371765,2107,23,0,1,5,0,0
160998,1,1,2,79,96.46637,23200,22,0,1,5.75,0,0
31277,1,1,2,40,96.639206,11800,22,0,1,5.25,0,0
51200,1,1,2,60,96.639206,17900,21,0,1,5.5,0,0
7136,1,1,2,34,96.677048,10100,20,0,1,5.5,0,0
147855,1,1,2,11,96.793533,3300,22,1,1,5.5,0,0
87856,1,1,2,68,96.929337,20259,24,0,1,5.5,0,0
15408,1,1,2,11,97.112503,3300,22,0,1,5.5,0,0
126111,1,1,2,23,97.565536,6728,23,1,0,5.5,0,0
49552,1,1,2,9,97.916992,2713,21,1,1,5.5,0,0
55883,1,1,2,68,98.003403,20259,24,1,1,5,0,0
98519,1,1,2,65,98.003403,19400,19,0,1,5.75,0,0
42268,1,1,2,36,98.05896,10700,24,0,1,5.25,0,0
154554,1,1,2,7,98.427322,2107,23,1,1,5,0,0
132830,1,1,2,75,98.460602,22400,22,0,1,5.25,0,0
114993,1,1,2,30,98.56929,8900,23,1,0,5.5,0,1
89384,1,1,2,73,98.596405,21700,22,1,1,5.75,0,0
126032,1,1,2,30,98.711273,8900,23,0,0,5.5,1,1
87430,1,1,2,52,98.711273,15400,20,1,1,5.75,0,0
60973,1,1,2,30,98.763077,8900,23,1,0,5.25,0,1
153230,1,1,2,41,98.810036,12200,22,0,1,5.25,0,0
101997,1,1,2,39,99.044601,11500,20,1,1,5.25,0,0
138945,1,1,2,17,99.108749,5000,24,0,1,5.5,0,0
171215,1,1,2,41,99.250725,12100,19,1,1,5.5,0,0
93590,1,1,2,67,99.250725,19900,17,1,1,5.75,0,0
131366,1,1,2,7,99.584061,2107,23,1,1,5.75,0,0
128382,1,1,2,21,99.670479,6220,27,1,1,5.25,0,0
26187,1,1,2,1,,201,20,1,1,5,1,1
43660,1,1,2,33,,9837,27,0,0,5.25,1,1
127249,1,1,2,31,,9100,21,1,0,5.5,0,1
141450,1,1,2,47,,13900,24,0,1,5,0,1
125386,1,1,2,52,,15500,22,1,1,5,0,0
81692,1,1,2,23,,6728,23,1,0,5.25,0,0
125313,1,1,2,47,,14000,26,0,1,5.5,1,1
79735,1,1,2,52,,15500,22,0,1,5.75,0,0
80076,1,1,2,1,,200,20,0,1,5.25,0,0
52422,1,1,2,13,,3900,22,0,1,5.75,0,1
80712,1,1,2,17,,5000,24,0,1,5.75,0,0
43679,1,1,2,23,,6728,23,0,0,5.5,0,0
136988,1,1,2,8,,2309,25,1,1,5.25,0,0
32058,1,1,2,71,,21072,16,1,1,5,0,1
71974,1,1,2,62,,18500,23,0,1,5.75,0,0
49483,1,1,2,66,,19758,22,0,1,5,1,1
157502,1,1,2,28,,8200,24,0,0,5.25,1,1
132657,1,1,2,51,,15142,22,1,1,5.5,1,0
13918,1,1,2,51,,15141,25,0,1,5.25,1,0
63643,1,1,2,27,,8032,25,1,0,5,0,0
50700,1,1,2,67,,19900,17,1,1,5.25,0,0
119980,1,1,2,36,,10600,23,1,1,5.25,0,0
182409,1,1,2,17,,4900,24,1,1,5,0,0
69120,1,1,2,47,,13900,24,1,1,5.5,0,0
66283,1,1,2,21,,6000,15,0,0,5,1,1
157773,1,1,2,47,,13900,24,1,1,5.25,0,0
88606,1,1,2,50,,14900,22,1,1,5.25,0,0
161873,1,1,2,66,,19758,22,0,1,5.5,0,0
88267,1,1,2,19,,5617,22,1,0,5,0,0
182287,1,1,2,62,,18400,24,0,1,5.5,0,0
14970,1,1,2,27,,8031,25,1,0,5,1,1
118236,1,1,2,21,,6221,28,0,0,5.25,1,1
166031,1,1,2,51,,15142,22,1,1,5.5,0,0
100394,1,1,2,24,,7000,21,1,0,6,1,0
83774,1,1,2,63,,18853,21,0,1,5.25,0,0
13871,1,1,2,40,,11900,23,0,1,5.5,0,1
29439,1,1,2,32,,9400,43,1,0,6.5,0,1
81424,1,1,2,25,,7300,22,1,0,5.5,0,1
107579,1,1,2,1,,300,20,1,1,5,0,0
10539,1,1,2,23,,6728,23,0,0,5,0,0
38585,1,1,2,27,,7929,26,1,0,5,0,1
52522,1,1,2,1,,200,20,0,0,5,1,0
170366,1,1,2,47,,14000,26,1,1,5.25,0,0
154158,1,1,2,64,,19100,23,0,1,5.25,1,0
47350,1,1,2,75,,22400,22,0,1,5.75,0,0
109895,1,1,2,45,,13400,24,0,0,4.75,0,1
4969,1,1,2,7,,2106,24,0,1,6,0,1
154570,1,1,2,1,,200,20,1,1,5,0,0
8349,1,1,2,68,,20259,24,0,1,5.25,0,0
168399,1,1,2,44,,13000,23,1,0,5.5,0,1
180187,1,1,2,55,,16400,21,0,1,5,0,0
115022,1,1,2,35,,10400,25,1,1,5.25,0,1
119295,1,1,2,62,,18500,23,0,1,6.5,1,1
119147,1,1,2,72,,21463,23,1,1,5,0,
71372,1,1,2,24,,7100,18,1,0,5.25,0,0
56367,1,1,2,65,,19400,19,0,1,5.5,0,1
60510,1,1,2,15,,4211,12,0,0,5.25,1,0
41977,1,1,2,35,,10400,25,1,1,5,0,1
183693,1,1,2,71,,21072,16,1,1,5.25,0,0
166893,1,1,2,37,,11039,24,1,1,5.25,1,0
31593,1,1,2,23,,6800,23,0,1,5,0,1
180271,1,1,2,46,,13700,23,0,1,5.5,0,0
176207,1,1,2,36,,10600,23,1,1,5.5,0,0
174011,1,1,2,48,,14200,22,1,1,6,0,1
15857,1,1,2,19,,5500,26,1,0,5.5,0,1
106886,1,1,2,8,,2400,23,0,1,5.75,0,1
166294,1,1,2,47,,14000,26,1,1,5.75,1,1
67754,1,1,2,75,,22366,23,1,1,5,0,
70719,1,1,2,65,,19300,16,1,1,5.5,0,0
43161,1,1,2,33,,9837,27,1,0,5,0,1
103174,1,1,2,19,,5617,22,1,0,5.75,0,1
140576,1,1,2,72,,21565,44,1,1,5.5,1,1
177376,1,1,2,23,,6728,23,0,0,5.5,0,0
48011,1,1,2,64,,19056,19,1,1,5,1,1
3696,1,1,2,33,,9700,26,0,0,5.5,0,1
156144,1,1,2,16,,4714,26,1,0,5.5,0,1
108103,1,1,2,9,,2611,22,0,1,5.75,0,0
72014,1,1,2,68,,20259,24,0,1,5.25,0,0
86443,1,1,2,68,,20259,24,0,1,5,0,0
147393,1,1,2,30,,8700,17,0,0,5.5,1,1
169741,1,1,2,19,,5618,26,0,0,5.25,0,1
62465,1,1,2,37,,11039,24,0,0,5.5,1,1
1772,1,1,2,1,,200,20,0,1,5.25,1,0
70011,1,1,2,11,,3200,22,0,1,5,0,1
54495,1,1,2,68,,20259,24,1,0,5.5,0,1
123441,1,1,2,25,,7400,27,1,0,5.5,0,0
173944,1,1,2,46,,13700,23,0,1,5.75,0,0
158829,1,1,2,20,,5800,21,0,0,5.25,0,0
162078,1,1,2,28,,8200,24,0,0,5.25,1,
78938,1,1,2,57,,17000,20,0,1,5,1,0
24922,1,1,2,32,,9400,43,0,0,5,0,1
9069,1,1,2,69,,20500,22,0,1,6.25,0,1
28086,1,1,2,28,,8200,24,1,0,4.75,1,1
9805,1,1,2,27,,7929,26,1,0,5.25,0,1
170862,1,1,3,56,.20219693,16700,23,0,0,5.25,1,1
73926,1,1,3,32,.42651483,9400,43,0,0,5.75,0,1
114846,1,1,3,56,.83613807,16700,23,0,1,5.25,0,0
22253,1,1,3,56,.84009504,16648,23,0,1,5.25,1,0
99463,1,1,3,42,.98824322,12400,23,0,1,5.75,0,0
89085,1,1,3,32,1.6756127,9400,43,0,0,5.25,0,1
77369,1,1,3,56,1.7542897,16700,23,1,0,5,1,
161503,1,1,3,78,2.2172527,22900,24,1,1,5.5,1,0
36140,1,1,3,13,2.4227607,3800,23,0,1,5.25,0,1
127287,1,1,3,32,2.6308331,9400,43,0,0,5.75,0,1
55790,1,1,3,56,2.7684398,16647,21,0,1,5.25,1,
145020,1,1,3,56,3.2274652,16700,23,0,1,5.25,1,
24127,1,1,3,60,3.2274652,17800,25,0,1,5.5,1,1
172650,1,1,3,56,3.2575064,16648,23,1,0,5,1,
17744,1,1,3,56,3.2575064,16700,23,0,1,6.5,1,
65325,1,1,3,57,3.3160181,16900,19,1,0,5.25,0,1
36042,1,1,3,28,3.5970125,8334,22,1,0,5,1,1
25178,1,1,3,28,3.8175881,8335,23,0,0,5,0,1
179198,1,1,3,37,4.2252297,10900,25,1,0,5.25,1,0
93785,1,1,3,51,4.387959,15243,24,1,1,5,0,0
181391,1,1,3,22,4.387959,6422,20,0,0,5.5,1,1
5648,1,1,3,39,4.387959,11600,19,1,1,5.5,0,1
21579,1,1,3,56,4.460197,16648,23,0,1,5,1,
36938,1,1,3,45,4.7728081,13400,24,1,0,5,0,1
179979,1,1,3,5,5.7460918,1400,24,0,1,5,0,0
139482,1,1,3,16,6.1264644,4600,26,1,0,5,1,1
84956,1,1,3,56,6.1515551,16648,23,0,0,5.25,0,1
118570,1,1,3,56,6.1904283,16648,23,1,1,5,1,
58623,1,1,3,80,6.4991779,23500,21,0,1,6.5,0,0
131708,1,1,3,16,6.5274644,4714,26,1,0,5.25,0,1
68345,1,1,3,32,6.658741,9400,43,1,0,5,1,1
64330,1,1,3,45,6.658741,13300,24,0,0,5,0,1
147757,1,1,3,2,6.6740427,500,19,0,0,5.25,0,1
130249,1,1,3,28,6.8200579,8334,22,1,0,5,1,1
19497,1,1,3,34,6.8200579,10100,20,0,1,5,0,0
184058,1,1,3,71,6.8200579,21200,24,1,1,5,0,0
143865,1,1,3,56,6.8200579,16648,23,1,1,5,1,
121753,1,1,3,45,6.9351063,13400,24,0,0,5,0,1
102717,1,1,3,38,6.9351063,11200,17,0,1,5.25,1,1
166710,1,1,3,33,7.1639009,9838,27,1,0,5.75,1,1
172336,1,1,3,56,7.2451997,16700,23,0,1,5.5,1,0
107258,1,1,3,16,7.2451997,4600,26,0,0,5,1,1
144537,1,1,3,71,7.2893014,21200,24,0,1,5,1,0
109767,1,1,3,56,7.2893014,16647,21,0,1,5.75,0,0
166201,1,1,3,33,7.7935305,9838,27,1,0,5,1,1
89692,1,1,3,38,7.7935305,11300,19,0,1,5.25,1,1
132106,1,1,3,56,7.799304,16647,21,1,1,6,0,
62337,1,1,3,72,7.8016472,21464,22,1,1,5.5,0,1
34606,1,1,3,68,7.8316193,20300,27,1,1,5.25,1,1
142433,1,1,3,78,8.0499716,22900,24,1,1,5.5,0,0
162026,1,1,3,79,8.1093578,23300,22,1,1,5,1,1
139705,1,1,3,32,8.1772985,9536,22,0,0,5,0,1
42384,1,1,3,45,8.2910309,13300,24,0,0,5.5,0,1
183265,1,1,3,35,8.3016472,10400,25,1,1,5.5,1,0
28940,1,1,3,72,8.3016472,21463,23,0,1,5.25,1,1
131054,1,1,3,32,8.6217422,9536,22,1,0,5.25,0,1
5392,1,1,3,19,8.9312763,5416,16,0,0,5.5,1,1
144219,1,1,3,16,8.9312763,4600,26,1,0,5,1,1
55642,1,1,3,56,8.9735556,16647,21,1,1,5,0,
181773,1,1,3,17,9.0070801,4900,24,1,0,5.25,0,0
45769,1,1,3,35,9.1340885,10300,24,1,1,5,0,1
90006,1,1,3,19,9.1340885,5618,26,0,0,5.75,0,1
80698,1,1,3,48,9.1340885,14300,21,1,1,5,0,1
136894,1,1,3,78,9.2789812,23000,23,0,1,5.25,0,0
16928,1,1,3,66,9.5609064,19757,24,0,1,5.5,0,1
172444,1,1,3,60,9.5609064,17800,25,0,1,5.25,1,1
25481,1,1,3,64,9.5609064,18964,33,0,1,5,1,1
35898,1,1,3,71,9.6340885,21200,24,1,1,5,0,1
62945,1,1,3,16,9.6340885,4714,26,0,0,5.5,0,1
84509,1,1,3,36,9.7645025,10600,23,0,1,6.25,1,0
74012,1,1,3,7,9.8737774,2106,24,1,0,5.25,0,1
166189,1,1,3,56,10.130219,16700,23,0,1,5.25,0,
124455,1,1,3,62,10.136709,18400,24,1,1,5.75,0,0
96353,1,1,3,63,10.263718,18853,21,0,0,6.5,0,0
98041,1,1,3,80,10.696601,23600,21,0,1,5,1,1
88170,1,1,3,32,10.696601,9500,24,1,0,6,0,1
91966,1,1,3,24,10.893348,7100,18,1,0,5.25,1,1
127115,1,1,3,35,10.893348,10300,24,0,1,5,1,1
39481,1,1,3,80,10.911827,23500,21,0,1,5,0,0
32161,1,1,3,7,11.011524,1903,17,1,1,5.5,0,1
146237,1,1,3,20,11.011524,5900,21,0,0,5.25,0,0
7261,1,1,3,53,11.086669,15800,22,0,0,5.25,1,1
183334,1,1,3,2,11.086669,600,19,0,1,6.75,1,1
2972,1,1,3,11,11.359228,3300,22,0,0,5.25,0,1
35115,1,1,3,45,11.432348,13300,24,0,0,5,0,0
60475,1,1,3,28,11.670074,8334,22,0,0,5,0,1
53887,1,1,3,39,11.702774,11600,19,1,1,5.5,0,1
86986,1,1,3,80,11.778685,23500,21,0,1,6,0,0
70477,1,1,3,20,11.778685,5900,21,0,0,5.25,0,1
99498,1,1,3,78,11.861032,22900,24,0,1,5,0,0
57405,1,1,3,56,11.875721,16647,21,0,1,5.25,0,0
90863,1,1,3,16,11.875721,4600,26,0,0,5.5,1,1
150476,1,1,3,16,11.875721,4600,26,1,0,5.25,1,1
63742,1,1,3,66,11.985902,19757,24,0,1,5.25,0,1
34955,1,1,3,7,12.408315,2107,23,0,1,6,0,0
172977,1,1,3,45,12.40861,13400,24,0,0,6.5,0,1
56407,1,1,3,9,12.676247,2712,21,0,1,5.75,1,0
177883,1,1,3,71,12.807819,21071,17,0,1,5,1,0
75830,1,1,3,5,13.05029,1400,24,0,1,5.75,0,0
115217,1,1,3,76,13.05029,22668,22,0,1,5.5,0,0
30880,1,1,3,22,13.208162,6423,22,1,0,5.5,1,1
185232,1,1,3,19,13.208162,5617,22,0,0,5.5,1,1
6393,1,1,3,66,13.208162,19600,21,1,1,6,0,1
91773,1,1,3,48,13.208162,14300,21,1,1,5.25,1,1
178077,1,1,3,32,13.208162,9536,22,1,0,5.25,0,1
57456,1,1,3,43,13.518768,12800,23,1,1,5.5,0,0
73515,1,1,3,57,13.75032,17000,20,0,1,6,0,0
118248,1,1,3,16,13.75032,4714,26,1,0,4.75,0,1
50475,1,1,3,22,13.813993,6422,20,0,0,5,0,1
21753,1,1,3,28,13.813993,8334,22,0,0,6,1,1
94694,1,1,3,2,13.813993,500,19,0,1,6.75,1,1
119421,1,1,3,22,13.826231,6423,22,1,0,5.25,0,1
106537,1,1,3,66,13.826231,19757,24,1,1,6,0,0
15793,1,1,3,47,13.858932,14000,26,1,1,5.5,0,0
184412,1,1,3,22,14.090839,6525,20,0,0,5.25,0,1
84362,1,1,3,20,14.090839,5900,21,0,0,5,0,1
25456,1,1,3,64,14.140261,19055,21,0,1,5.5,0,
82825,1,1,3,55,14.140261,16345,22,1,1,5,0,0
178159,1,1,3,50,14.140261,14800,24,1,1,5.5,0,1
114128,1,1,3,56,14.148397,16648,23,0,0,5.5,0,
151132,1,1,3,2,14.148397,600,19,0,0,6.25,1,0
162062,1,1,3,32,14.336084,9400,43,1,0,5.25,0,1
182966,1,1,3,9,14.723129,2610,21,0,1,5.75,1,
173563,1,1,3,68,14.723129,20300,27,1,0,5,0,1
103247,1,1,3,16,14.799704,4600,26,1,0,5.5,0,1
109847,1,1,3,19,14.799704,5500,26,1,0,5.75,0,1
15263,1,1,3,75,14.836084,22366,23,0,1,5.5,1,1
146761,1,1,3,4,14.836084,1200,24,0,1,5,1,0
41574,1,1,3,70,14.881786,20961,24,1,1,5.75,1,1
98955,1,1,3,78,14.881786,23000,23,0,1,5,0,0
176076,1,1,3,72,14.888067,21463,23,0,1,5.25,0,0
104310,1,1,3,71,15.077908,21200,24,0,1,5.75,0,0
177783,1,1,3,71,15.171086,21100,24,1,1,5.75,0,1
178094,1,1,3,18,15.423587,5216,25,1,1,5.25,1,0
21100,1,1,3,1,15.465714,201,20,1,1,5.25,0,0
83881,1,1,3,1,15.599014,300,20,0,1,6,1,1
78268,1,1,3,3,15.599014,902,23,0,1,6.25,1,1
47404,1,1,3,60,15.599014,17900,21,1,1,5.25,0,0
142983,1,1,3,4,15.868031,1200,24,0,1,5.75,0,0
140219,1,1,3,22,16.095345,6525,20,1,0,5,0,1
7147,1,1,3,28,16.177259,8335,23,1,0,5,1,1
71766,1,1,3,5,16.177259,1400,24,1,1,5.75,0,0
132049,1,1,3,72,16.463213,21565,44,0,1,5.5,0,0
104351,1,1,3,66,16.463213,19757,24,0,1,5.5,0,1
107625,1,1,3,78,16.463213,22900,24,0,1,5,0,0
69274,1,1,3,37,16.500589,11039,24,0,0,5,1,1
112477,1,1,3,58,16.6614,17200,23,0,1,6.25,0,0
129600,1,1,3,78,16.6614,23000,23,1,1,5.5,0,0
173960,1,1,3,74,16.73732,21976,16,0,1,5.75,0,0
78250,1,1,3,8,16.993004,2308,24,1,1,5,1,0
153933,1,1,3,35,16.993004,10300,24,1,1,5.25,0,1
169369,1,1,3,34,16.993004,10000,19,0,1,5,0,0
117565,1,1,3,47,16.993004,14000,26,1,1,5.25,0,1
57593,1,1,3,34,17.219549,9900,15,1,1,5,1,0
126557,1,1,3,4,17.26989,1100,23,0,1,5.25,1,1
141967,1,1,3,4,17.395311,1200,24,1,1,5.5,1,1
127258,1,1,3,4,17.395311,1100,23,0,1,5,0,0
150141,1,1,3,19,17.395311,5617,22,0,0,5.25,0,1
153801,1,1,3,28,17.545961,8334,22,0,0,5,0,1
105178,1,1,3,75,17.565228,22367,24,0,1,5,1,1
140249,1,1,3,76,17.735476,22669,24,0,1,6,0,0
128351,1,1,3,78,17.735476,22900,24,1,1,5.5,0,0
108977,1,1,3,53,17.735476,15700,23,0,0,5.5,1,0
54189,1,1,3,56,17.941679,16647,21,0,1,5.25,0,
127388,1,1,3,10,18.139637,3000,22,0,1,5.25,1,1
169686,1,1,3,44,18.325447,13100,23,1,1,5.75,0,1
32700,1,1,3,64,18.401484,19100,23,1,1,5.25,1,
63120,1,1,3,56,18.410158,16700,23,0,1,5.5,0,0
144269,1,1,3,8,18.954023,2400,23,0,1,5.25,0,1
10225,1,1,3,45,18.954023,13300,24,0,0,5.5,0,1
166543,1,1,3,24,19.022018,7000,21,0,0,5.5,0,0
172710,1,1,3,22,19.342257,6525,20,0,0,5.75,0,1
117361,1,1,3,71,19.342257,21200,24,0,1,5.5,0,1
133258,1,1,3,28,19.405693,8200,24,0,0,5,1,1
70392,1,1,3,61,19.457289,18060,13,0,1,5.75,0,0
124714,1,1,3,34,19.475559,9900,15,1,1,5,0,0
8729,1,1,3,36,19.475559,10600,23,0,1,6,0,0
173231,1,1,3,66,19.590254,19757,24,1,1,5.5,1,0
101437,1,1,3,33,19.651648,9837,27,0,0,5.25,1,1
29772,1,1,3,16,19.840412,4600,26,0,0,5.25,1,1
13852,1,1,3,9,19.840412,2610,21,0,1,6.25,1,1
163389,1,1,3,16,19.840412,4715,25,1,0,5.25,1,1
70224,1,1,3,66,20.09177,19600,21,0,1,5.5,0,1
41270,1,1,3,56,20.09177,16700,23,0,1,5.75,0,
52630,1,1,3,28,20.120691,8335,23,0,0,5.75,1,1
161771,1,1,3,66,20.120691,19600,21,1,1,5,1,1
38250,1,1,3,16,20.133059,4600,26,1,0,5,1,1
21882,1,1,3,47,20.348431,14000,26,1,1,5,0,0
35430,1,1,3,33,20.348431,9700,26,0,0,5.75,0,1
2486,1,1,3,28,20.411865,8335,23,1,0,5.75,0,1
183654,1,1,3,45,20.411865,13300,24,0,0,5.75,0,1
164305,1,1,3,66,20.454451,19757,24,0,1,5.5,0,1
50753,1,1,3,33,20.52494,9838,27,1,0,5.5,0,1
73641,1,1,3,38,20.52494,11200,17,1,1,5,0,1
148433,1,1,3,32,20.92066,9536,22,1,0,5.5,0,1
136272,1,1,3,22,21.258438,6423,22,1,0,5.5,1,1
82586,1,1,3,4,21.258438,1200,24,0,1,5,0,0
101213,1,1,3,35,21.386549,10400,25,0,1,5.25,1,1
182026,1,1,3,12,21.386549,3500,21,0,1,5,0,1
26136,1,1,3,71,21.422504,21200,24,1,1,5.75,1,0
184655,1,1,3,12,21.580496,3500,21,1,1,5.5,1,1
93979,1,1,3,70,21.731894,20961,24,1,1,5,1,1
48524,1,1,3,49,21.926834,14500,22,0,1,5.25,1,1
108247,1,1,3,33,21.926834,9838,27,0,0,5.75,0,1
172807,1,1,3,35,22.329456,10400,25,1,0,5.75,0,1
10809,1,1,3,56,22.392723,16647,21,0,1,5,0,
109499,1,1,3,39,22.392723,11600,19,0,1,5,0,1
33417,1,1,3,16,22.471886,4600,26,0,0,6,0,1
31193,1,1,3,72,22.471886,21463,23,0,1,5,1,0
166561,1,1,3,72,22.486832,21463,23,0,1,5.5,1,1
22458,1,1,3,14,22.590879,4100,21,1,0,5,0,1
29071,1,1,3,37,22.590879,10900,25,1,1,5.5,1,1
159839,1,1,3,72,22.660744,21464,22,1,1,5.5,0,0
138678,1,1,3,32,22.660744,9400,43,0,0,5.75,1,1
140682,1,1,3,22,22.660744,6422,20,0,0,5,0,1
173099,1,1,3,16,22.660744,4714,26,1,0,5,0,1
150414,1,1,3,8,22.939178,2308,24,1,1,5.25,0,0
81878,1,1,3,56,22.939178,16700,23,1,1,5.75,0,
4157,1,1,3,2,23.046638,400,16,1,1,5.25,0,1
84223,1,1,3,33,23.351181,9700,26,1,0,5.5,0,1
14539,1,1,3,2,23.466797,500,19,1,1,5,1,0
175036,1,1,3,32,23.466797,9536,22,0,0,5.25,0,1
23290,1,1,3,16,23.527443,4715,25,0,0,5,0,1
44302,1,1,3,57,23.527443,16900,19,0,1,5.25,0,0
121727,1,1,3,61,23.527443,18100,20,1,1,5.5,0,0
4110,1,1,3,24,23.528191,7000,21,1,0,5.25,0,1
67529,1,1,3,78,23.633036,22900,24,0,1,5,0,0
122457,1,1,3,43,23.855282,12700,22,0,1,5,0,0
63390,1,1,3,12,24.105846,3500,21,0,1,5.25,0,1
18743,1,1,3,54,24.105846,16000,21,1,1,5.75,1,0
88544,1,1,3,63,24.105846,18751,22,1,1,5.5,0,0
126699,1,1,3,73,24.214296,21800,22,0,1,5,0,1
181721,1,1,3,57,24.534363,17000,20,1,1,5,0,0
8474,1,1,3,34,24.607689,10100,20,0,1,5,1,0
130973,1,1,3,46,24.67926,13700,23,0,1,5.25,1,1
139258,1,1,3,56,24.719479,16648,23,1,1,5,0,1
150575,1,1,3,49,24.719479,14500,22,0,1,5.5,1,1
163783,1,1,3,33,24.770782,9838,27,0,0,5.75,0,1
26033,1,1,3,32,24.961248,9400,43,0,0,5.5,0,1
111290,1,1,3,37,25.33424,11000,27,1,0,5,1,1
124795,1,1,3,37,25.33424,11039,24,0,0,5,1,1
174042,1,1,3,32,25.571735,9500,24,1,0,5,0,1
186400,1,1,3,20,25.571735,5900,21,0,0,5.5,0,1
132607,1,1,3,78,25.608437,22900,24,1,1,5.5,0,0
44891,1,1,3,38,25.613861,11300,19,1,1,5,0,1
18347,1,1,3,2,25.651577,600,19,0,0,6,1,1
32609,1,1,3,14,25.845928,4100,21,1,0,5.5,0,1
89486,1,1,3,66,25.845928,19757,24,0,1,5.25,0,1
132204,1,1,3,33,25.845928,9838,27,1,0,5.25,1,1
36521,1,1,3,63,25.974487,18751,22,1,1,6,0,0
75997,1,1,3,66,25.974487,19758,22,0,0,5.25,1,1
136331,1,1,3,21,26.05168,6100,23,0,0,5,0,0
49162,1,1,3,22,26.103224,6424,22,0,0,5,0,1
155543,1,1,3,44,26.103224,13100,23,0,0,5.75,0,1
69645,1,1,3,67,26.626207,20000,18,0,1,5.25,0,1
52302,1,1,3,1,26.651981,200,20,1,0,5.25,1,1
41084,1,1,3,40,26.651981,11900,23,0,1,5.25,0,1
105545,1,1,3,37,26.651981,11000,27,0,1,5,1,1
146621,1,1,3,48,26.651981,14200,22,0,1,5.25,1,1
11254,1,1,3,76,26.657749,22668,22,0,1,5.75,0,0
83318,1,1,3,71,26.657749,21200,24,0,1,5.75,1,0
163927,1,1,3,5,26.657749,1500,21,1,1,5.75,0,1
21566,1,1,3,71,26.65782,21200,24,1,1,5.25,0,1
50794,1,1,3,16,26.915876,4512,17,1,0,5,1,1
111449,1,1,3,24,27.074322,7000,21,0,0,5,0,1
51961,1,1,3,79,27.074322,23300,22,0,1,5,0,0
31691,1,1,3,35,27.108345,10300,24,0,1,5,0,0
100897,1,1,3,48,27.439766,14300,21,1,1,5.5,1,1
175353,1,1,3,71,27.475941,21200,24,0,1,5,1,0
95178,1,1,3,5,27.618191,1400,24,0,0,5,0,0
124182,1,1,3,16,27.618191,4714,26,0,0,5.75,0,1
131326,1,1,3,9,27.618191,2611,22,0,1,5.25,1,1
157419,1,1,3,50,27.658154,14900,22,0,1,5,0,1
156913,1,1,3,62,27.658154,18400,24,0,1,5.5,0,1
111206,1,1,3,7,27.658154,2106,24,1,0,5.75,0,1
185307,1,1,3,45,27.792875,13400,24,0,0,5,0,1
